Number,City,Gender,Age,Income,Illness
814,Dallas,Male,32,55068,No
815,Dallas,Female,27,36272,No
816,Dallas,Female,59,31201,No
817,Dallas,Female,54,50688,No
818,Dallas,Female,53,42512,No
819,Dallas,Male,38,34032,No
820,Dallas,Male,34,72761,Yes
821,Dallas,Female,34,45351,No
822,Dallas,Female,53,30516,No
823,Dallas,Male,36,61695,Yes
824,Dallas,Male,42,37302,No
825,Dallas,Male,26,29672,No
826,Dallas,Female,45,42411,Yes
827,Dallas,Male,62,51963,No
828,Dallas,Female,61,50246,No
829,Dallas,Female,59,44597,Yes
830,Dallas,Male,48,56286,No
831,Dallas,Male,29,45696,No
832,Dallas,Male,43,62340,No
833,Dallas,Male,49,46041,No
834,Dallas,Male,65,49903,No
835,Dallas,Male,33,51486,No
836,Dallas,Female,45,42944,No
837,Dallas,Male,44,58928,No
838,Dallas,Male,62,45036,No
839,Dallas,Female,55,21179,No
840,Dallas,Female,62,23842,No
841,Dallas,Male,62,56631,No
842,Dallas,Male,33,28851,No
843,Dallas,Female,37,41037,No
844,Dallas,Male,64,42812,No
845,Dallas,Male,57,43022,No
846,Dallas,Female,43,54184,No
847,Dallas,Male,45,51265,No
848,Dallas,Male,56,54648,No
849,Dallas,Female,31,49693,No
850,Dallas,Female,41,53618,No
851,Dallas,Female,63,60039,Yes
852,Dallas,Female,51,40647,No
853,Dallas,Female,55,43747,No
854,Dallas,Male,55,29834,Yes
855,Dallas,Male,34,60668,No
856,Dallas,Male,28,46849,No
857,Dallas,Female,61,41663,No
858,Dallas,Male,29,33106,No
859,Dallas,Male,50,54366,No
860,Dallas,Male,45,42806,Yes
861,Dallas,Female,63,40631,No
862,Dallas,Female,27,43036,No
863,Dallas,Male,56,36089,No
864,Dallas,Female,51,49630,No
865,Dallas,Male,40,37641,No
866,Dallas,Female,58,53090,No
867,Dallas,Male,37,60900,No
868,Dallas,Male,27,56753,No
869,Dallas,Male,40,53889,No
870,Dallas,Female,34,36969,No
871,Dallas,Female,39,29887,No
872,Dallas,Male,30,61874,No
873,Dallas,Male,64,54535,No
874,Dallas,Male,48,48271,No
875,Dallas,Male,30,41745,No
876,Dallas,Male,41,51876,No
877,Dallas,Male,57,44902,No
878,Dallas,Female,30,38145,No
879,Dallas,Male,59,50634,No
880,Dallas,Female,59,44524,No
881,Dallas,Female,49,42103,No
882,Dallas,Female,28,35674,No
883,Dallas,Male,48,41036,No
884,Dallas,Male,40,57797,No
885,Dallas,Male,44,42483,No
886,Dallas,Male,59,32401,No
887,Dallas,Male,32,57292,Yes
888,Dallas,Male,39,44952,No
889,Dallas,Female,48,34758,No
890,Dallas,Male,26,43909,No
891,Dallas,Male,47,51939,No
892,Dallas,Female,59,23297,No
893,Dallas,Male,52,54942,No
894,Dallas,Male,57,53989,Yes
895,Dallas,Female,28,29899,No
896,Dallas,Female,45,34819,No
897,Dallas,Male,56,54364,No
898,Dallas,Male,54,59417,No
899,Dallas,Female,46,46558,Yes
900,Dallas,Male,62,61800,Yes
901,Dallas,Female,29,53218,No
902,Dallas,Male,32,62316,No
903,Dallas,Male,63,57323,No
904,Dallas,Male,43,52591,No
905,Dallas,Male,45,58201,No
906,Dallas,Male,42,71020,No
907,Dallas,Female,35,25468,No
908,Dallas,Female,48,48063,No
909,Dallas,Female,34,41061,No
910,Dallas,Male,38,56176,No
911,Dallas,Male,64,64578,No
912,Dallas,Female,60,44612,No
913,Dallas,Female,36,40858,No
914,Dallas,Male,46,34372,No
915,Dallas,Male,30,76797,No
916,Dallas,Female,57,52688,No
917,Dallas,Female,39,44034,Yes
918,Dallas,Male,45,49020,No
919,Dallas,Male,48,49415,No
920,Dallas,Female,49,45144,No
921,Dallas,Male,29,50381,No
922,Dallas,Female,42,46552,No
923,Dallas,Male,57,38930,No
924,Dallas,Male,53,54258,No
925,Dallas,Male,31,45795,No
926,Dallas,Male,50,74058,No
927,Dallas,Female,60,43751,No
928,Dallas,Female,64,45470,No
929,Dallas,Female,37,29893,No
930,Dallas,Female,25,38943,No
931,Dallas,Male,62,38130,Yes
932,Dallas,Female,42,33564,No
933,Dallas,Male,61,35369,No
934,Dallas,Male,52,44141,No
935,Dallas,Male,28,41499,Yes
936,Dallas,Female,61,48818,No
937,Dallas,Male,36,50367,No
938,Dallas,Male,64,55768,No
939,Dallas,Female,63,41066,No
940,Dallas,Female,28,32576,No
941,Dallas,Female,38,17634,No
942,Dallas,Female,48,40956,No
943,Dallas,Female,26,43134,No
944,Dallas,Male,25,48640,No
945,Dallas,Male,34,38668,No
946,Dallas,Male,31,35769,No
947,Dallas,Female,58,37390,No
948,Dallas,Male,26,62829,No
949,Dallas,Female,60,41589,No
950,Dallas,Male,32,52609,No
951,Dallas,Female,33,53759,Yes
952,Dallas,Male,31,70340,No
953,Dallas,Female,51,40322,No
954,Dallas,Female,40,45254,Yes
955,Dallas,Male,48,70473,No
956,Dallas,Female,60,41613,No
957,Dallas,Female,45,32292,No
958,Dallas,Male,34,43159,No
959,Dallas,Male,41,42034,No
960,Dallas,Male,55,45975,No
961,Dallas,Male,57,72245,No
962,Dallas,Female,58,32157,No
963,Dallas,Male,34,55417,Yes
964,Dallas,Female,42,46840,No
965,Dallas,Female,54,27955,No
966,Dallas,Female,32,59654,Yes
967,Dallas,Male,62,45268,No
968,Dallas,Female,40,56463,No
969,Dallas,Male,35,56033,No
970,Dallas,Male,62,54903,No
971,Dallas,Male,60,62588,No
972,Dallas,Male,64,48532,No
973,Dallas,Female,45,51746,No
974,Dallas,Male,63,55645,No
975,Dallas,Female,27,32235,No
976,Dallas,Male,39,63087,No
977,Dallas,Female,64,56341,No
978,Dallas,Male,53,47805,No
979,Dallas,Male,35,57044,No
980,Dallas,Male,55,43573,No
981,Dallas,Female,62,29060,Yes
982,Dallas,Male,46,21376,No
983,Dallas,Male,55,61459,No
984,Dallas,Female,34,41694,No
985,Dallas,Male,45,51579,No
986,Dallas,Male,57,49005,No
987,Dallas,Female,45,53578,No
988,Dallas,Male,40,32086,No
989,Dallas,Female,37,37503,No
990,Dallas,Female,65,49281,No
991,Dallas,Female,52,42539,No
992,Dallas,Female,52,46952,Yes
993,Dallas,Male,51,48797,No
994,Dallas,Male,36,31666,No
995,Dallas,Female,51,53092,No
996,Dallas,Male,37,48650,No
997,Dallas,Male,63,38553,No
998,Dallas,Female,38,45329,No
999,Dallas,Male,64,67187,Yes
1000,Dallas,Male,62,55827,No
1001,Dallas,Male,37,53258,No
1002,Dallas,Male,28,51142,No
1003,Dallas,Male,37,54847,No
1004,Dallas,Male,50,56307,No
1005,Dallas,Male,61,41224,No
1006,Dallas,Male,39,38873,No
1007,Dallas,Male,45,46304,No
1008,Dallas,Female,36,49689,No
1009,Dallas,Female,33,16011,No
1010,Dallas,Male,38,65653,No
1011,Dallas,Female,36,26406,No
1012,Dallas,Female,26,44931,No
1013,Dallas,Male,53,52199,No
1014,Dallas,Female,54,51477,No
1015,Dallas,Female,36,41288,No
1016,Dallas,Male,61,44053,No
1017,Dallas,Male,48,43721,No
1018,Dallas,Male,36,51406,No
1019,Dallas,Female,62,51743,No
1020,Dallas,Female,59,34273,No
1021,Dallas,Male,48,43425,No
1022,Dallas,Male,39,48264,No
1023,Dallas,Female,41,36271,No
1024,Dallas,Female,55,53962,No
1025,Dallas,Male,26,47905,No
1026,Dallas,Female,38,39390,No
1027,Dallas,Female,58,48889,No
1028,Dallas,Female,52,53959,No
1029,Dallas,Male,39,64615,No
1030,Dallas,Male,50,36821,No
1031,Dallas,Female,40,45667,Yes
1032,Dallas,Female,59,38260,No
1033,Dallas,Male,42,49906,No
1034,Dallas,Male,49,58842,No
1035,Dallas,Female,45,58010,No
1036,Dallas,Female,34,42861,No
1037,Dallas,Male,31,50220,No
1038,Dallas,Female,42,8613,No
1039,Dallas,Male,59,29943,No
1040,Dallas,Male,58,41653,Yes
1041,Dallas,Male,56,64565,No
1042,Dallas,Male,32,51041,No
1043,Dallas,Female,59,48689,No
1044,Dallas,Female,63,35931,Yes
1045,Dallas,Male,65,78511,No
1046,Dallas,Male,26,52713,No
1047,Dallas,Female,30,36528,No
1048,Dallas,Female,58,47536,No
1049,Dallas,Male,52,46806,No
1050,Dallas,Female,42,37339,No
1051,Dallas,Female,52,57433,No
1052,Dallas,Female,64,30578,No
1053,Dallas,Female,26,48973,No
1054,Dallas,Female,32,56606,No
1055,Dallas,Female,34,22373,No
1056,Dallas,Female,52,36149,No
1057,Dallas,Female,48,34336,No
1058,Dallas,Male,42,53857,No
1059,Dallas,Male,60,39800,No
1060,Dallas,Male,30,61293,No
1061,Dallas,Male,52,39107,No
1062,Dallas,Male,40,58161,No
1063,Dallas,Male,48,53327,No
1064,Dallas,Male,44,36663,Yes
1065,Dallas,Female,39,44833,No
1066,Dallas,Female,30,43727,No
1067,Dallas,Female,35,57408,No
1068,Dallas,Female,54,43645,No
1069,Dallas,Male,42,37640,No
1070,Dallas,Female,54,38697,No
1071,Dallas,Female,28,27773,No
1072,Dallas,Male,52,44474,No
1073,Dallas,Male,61,64267,Yes
1074,Dallas,Female,52,56072,No
1075,Dallas,Male,48,62006,No
1076,Dallas,Male,63,30102,No
1077,Dallas,Female,35,26027,No
1078,Dallas,Male,51,67914,No
1079,Dallas,Female,62,26341,No
1080,Dallas,Female,30,35656,No
1081,Dallas,Male,45,35116,No
1082,Dallas,Female,54,33992,No
1083,Dallas,Male,62,43787,No
1084,Dallas,Female,40,31674,No
1085,Dallas,Female,50,37947,No
1086,Dallas,Male,63,56412,No
1087,Dallas,Female,40,26356,No
1088,Dallas,Male,59,52591,No
1089,Dallas,Female,38,29309,No
1090,Dallas,Male,31,51619,No
1091,Dallas,Male,48,80510,No
1092,Dallas,Female,61,27424,Yes
1093,Dallas,Male,35,42801,No
1094,Dallas,Male,52,55627,No
1095,Dallas,Female,57,54946,No
1096,Dallas,Male,54,66035,No
1097,Dallas,Female,49,35187,No
1098,Dallas,Female,42,48487,No
1099,Dallas,Male,52,59630,No
1100,Dallas,Male,53,44220,No
1101,Dallas,Male,59,47271,No
1102,Dallas,Male,58,52057,No
1103,Dallas,Male,33,36577,No
1104,Dallas,Female,35,36714,No
1105,Dallas,Male,53,40729,No
1106,Dallas,Male,64,60760,Yes
1107,Dallas,Male,29,52386,No
1108,Dallas,Male,32,42439,No
1109,Dallas,Male,48,52905,No
1110,Dallas,Male,30,44974,No
1111,Dallas,Female,48,34354,No
1112,Dallas,Female,32,40714,No
1113,Dallas,Female,52,42882,No
1114,Dallas,Female,32,33812,No
1115,Dallas,Female,41,29185,No
1116,Dallas,Male,49,60030,No
1117,Dallas,Male,32,55785,No
1118,Dallas,Female,29,28619,No
1119,Dallas,Male,64,45607,No
1120,Dallas,Male,30,38956,No
1121,Dallas,Male,51,45836,No
1122,Dallas,Female,36,31058,No
1123,Dallas,Male,29,49678,No
1124,Dallas,Female,52,56113,No
1125,Dallas,Male,61,54879,No
1126,Dallas,Female,42,29911,No
1127,Dallas,Male,61,63195,No
1128,Dallas,Female,58,34265,No
1129,Dallas,Male,61,27047,No
1130,Dallas,Female,50,53204,No
1131,Dallas,Female,52,32032,No
1132,Dallas,Male,64,53924,Yes
1133,Dallas,Male,27,53441,No
1134,Dallas,Female,35,38158,No
1135,Dallas,Male,48,43436,Yes
1136,Dallas,Female,40,31951,No
1137,Dallas,Male,64,39621,No
1138,Dallas,Male,43,64943,No
1139,Dallas,Female,65,43044,No
1140,Dallas,Female,48,49861,No
1141,Dallas,Female,29,32448,No
1142,Dallas,Female,52,33585,No
1143,Dallas,Male,46,52232,No
1144,Dallas,Female,38,41839,No
1145,Dallas,Female,34,48067,No
1146,Dallas,Female,46,25775,No
1147,Dallas,Female,26,52271,No
1148,Dallas,Female,34,41016,No
1149,Dallas,Male,51,66294,No
1150,Dallas,Female,51,40794,No
1151,Dallas,Male,60,57591,No
1152,Dallas,Male,61,51921,No
1153,Dallas,Female,54,47495,No
1154,Dallas,Male,56,44325,No
1155,Dallas,Male,37,55730,No
1156,Dallas,Male,28,37800,No
1157,Dallas,Male,42,35312,No
1158,Dallas,Male,58,38383,No
1159,Dallas,Female,33,44734,No
1160,Dallas,Male,49,48366,No
1161,Dallas,Female,51,26811,No
1162,Dallas,Male,59,61855,No
1163,Dallas,Female,63,53558,No
1164,Dallas,Male,43,40268,No
1165,Dallas,Female,28,53538,No
1166,Dallas,Male,49,53156,No
1167,Dallas,Female,54,31292,No
1168,Dallas,Female,48,31420,No
1169,Dallas,Female,62,35427,No
1170,Dallas,Female,32,22083,No
1171,Dallas,Female,55,33202,No
1172,Dallas,Female,63,28263,No
1173,Dallas,Female,64,36685,No
1174,Dallas,Male,56,55359,No
1175,Dallas,Male,35,72028,No
1176,Dallas,Male,27,54770,No
1177,Dallas,Male,58,63877,No
1178,Dallas,Female,34,42827,No
1179,Dallas,Male,65,39217,No
1180,Dallas,Male,25,51130,No
1181,Dallas,Male,29,56958,No
1182,Dallas,Female,53,19540,No
1183,Dallas,Female,29,47345,No
1184,Dallas,Female,59,39361,No
1185,Dallas,Male,60,52368,No
1186,Dallas,Female,56,30693,Yes
1187,Dallas,Male,38,51719,No
1188,Dallas,Male,45,41569,No
1189,Dallas,Male,45,53499,No
1190,Dallas,Male,26,54044,No
1191,Dallas,Male,47,46839,No
1192,Dallas,Male,48,67528,No
1193,Dallas,Male,51,42234,No
1194,Dallas,Male,27,40762,No
1195,Dallas,Female,59,12936,No
1196,Dallas,Female,30,40726,No
1197,Dallas,Male,61,54039,No
1198,Dallas,Female,27,35478,No
1199,Dallas,Male,44,51337,No
1200,Dallas,Male,56,44458,No
1201,Dallas,Female,64,32844,No
1202,Dallas,Female,49,42330,No
1203,Dallas,Male,44,78007,No
1204,Dallas,Male,51,70772,No
1205,Dallas,Female,42,24600,No
1206,Dallas,Male,29,49985,No
1207,Dallas,Female,55,23008,No
1208,Dallas,Female,50,48252,No
1209,Dallas,Male,57,59129,No
1210,Dallas,Male,39,42216,Yes
1211,Dallas,Female,39,48849,Yes
1212,Dallas,Female,48,48380,No
1213,Dallas,Male,36,51756,No
1214,Dallas,Female,26,53647,No
1215,Dallas,Female,45,42284,No
1216,Dallas,Male,41,51953,No
1217,Dallas,Male,44,51769,No
1218,Dallas,Male,45,37838,No
1219,Dallas,Male,65,57103,No
1220,Dallas,Male,48,55028,No
1221,Dallas,Male,51,39618,No
1222,Dallas,Female,27,37322,No
1223,Dallas,Female,50,36159,No
1224,Dallas,Female,33,61632,No
1225,Dallas,Male,43,43054,No
1226,Dallas,Female,36,48141,No
1227,Dallas,Male,61,39731,No
1228,Dallas,Male,37,55647,No
1229,Dallas,Male,49,56420,Yes
1230,Dallas,Female,50,36240,No
1231,Dallas,Male,41,40716,No
1232,Dallas,Female,48,44708,No
1233,Dallas,Male,51,56271,No
1234,Dallas,Male,44,62002,No
1235,Dallas,Female,26,67792,No
1236,Dallas,Female,36,29717,No
1237,Dallas,Male,46,53075,Yes
1238,Dallas,Male,58,61433,No
1239,Dallas,Male,43,45752,No
1240,Dallas,Female,45,38662,No
1241,Dallas,Male,64,41763,No
1242,Dallas,Female,54,40193,No
1243,Dallas,Male,42,46453,Yes
1244,Dallas,Male,33,48622,No
1245,Dallas,Female,45,37128,No
1246,Dallas,Male,57,49923,Yes
1247,Dallas,Female,57,43872,No
1248,Dallas,Male,40,59585,No
1249,Dallas,Male,49,53978,No
1250,Dallas,Female,37,44850,No
1251,Dallas,Female,51,48795,No
1252,Dallas,Female,40,37686,No
1253,Dallas,Male,65,56144,No
1254,Dallas,Male,52,50360,No
1255,Dallas,Female,50,56287,No
1256,Dallas,Male,59,42490,Yes
1257,Dallas,Male,44,68903,No
1258,Dallas,Female,57,34501,No
1259,Dallas,Male,33,37782,No
1260,Dallas,Male,54,63665,No
1261,Dallas,Male,49,27449,No
1262,Dallas,Male,38,49374,No
1263,Dallas,Female,38,34372,Yes
1264,Dallas,Male,48,49930,No
1265,Dallas,Male,58,35782,No
1266,Dallas,Male,30,43341,No
1267,Dallas,Male,32,35899,No
1268,Dallas,Male,49,59808,No
1269,Dallas,Male,42,60860,No
1270,Dallas,Male,40,40680,No
1271,Dallas,Male,25,49952,No
1272,Dallas,Male,32,43154,No
1273,Dallas,Female,55,25382,No
1274,Dallas,Male,40,50847,No
1275,Dallas,Female,41,43713,No
1276,Dallas,Male,46,57223,No
1277,Dallas,Female,58,46305,No
1278,Dallas,Male,27,41623,No
1279,Dallas,Female,60,40414,No
1280,Dallas,Male,31,43177,No
1281,Dallas,Male,38,56306,No
1282,Dallas,Female,64,49331,No
1283,Dallas,Male,31,69207,No
1284,Dallas,Male,34,39603,No
1285,Dallas,Male,46,54197,No
1286,Dallas,Male,39,55642,No
1287,Dallas,Female,55,35236,No
1288,Dallas,Male,33,57947,Yes
1289,Dallas,Female,47,39712,No
1290,Dallas,Female,64,50673,No
1291,Dallas,Male,47,48365,No
1292,Dallas,Male,36,59153,No
1293,Dallas,Male,43,46793,Yes
1294,Dallas,Female,30,38289,No
1295,Dallas,Female,42,42091,No
1296,Dallas,Female,40,16128,No
1297,Dallas,Female,48,37918,No
1298,Dallas,Female,60,46595,Yes
1299,Dallas,Male,52,51252,No
1300,Dallas,Female,42,31446,No
1301,Dallas,Female,60,29344,No
1302,Dallas,Male,38,42456,No
1303,Dallas,Male,45,63361,No
1304,Dallas,Female,52,40278,No
1305,Dallas,Male,53,66016,Yes
1306,Dallas,Female,64,26628,No
1307,Dallas,Male,42,48764,No
1308,Dallas,Female,45,38151,No
1309,Dallas,Male,40,65836,No
1310,Dallas,Female,54,34549,No
1311,Dallas,Female,30,42116,No
1312,Dallas,Female,35,30412,No
1313,Dallas,Male,31,64413,Yes
1314,Dallas,Female,42,43255,No
1315,Dallas,Male,35,55791,No
1316,Dallas,Female,40,47367,No
1317,Dallas,Male,48,23359,No
1318,Dallas,Male,63,52462,No
1319,Dallas,Male,26,39820,No
1320,Dallas,Male,30,48601,No
1321,Dallas,Male,56,43527,No
1322,Dallas,Male,59,45684,No
1323,Dallas,Male,56,39716,No
1324,Dallas,Male,26,57737,No
1325,Dallas,Female,31,34200,No
1326,Dallas,Female,30,47378,No
1327,Dallas,Male,27,56319,No
1328,Dallas,Male,64,57466,No
1329,Dallas,Male,53,52359,No
1330,Dallas,Male,33,36220,No
1331,Dallas,Female,29,27035,Yes
1332,Dallas,Male,62,37244,No
1333,Dallas,Male,50,49449,No
1334,Dallas,Male,36,51771,No
1335,Dallas,Male,57,72630,No
1336,Dallas,Male,28,65011,Yes
1337,Dallas,Female,45,25387,No
1338,Dallas,Male,42,51018,Yes
1339,Dallas,Female,35,31257,No
1340,Dallas,Male,41,46134,No
1341,Dallas,Male,55,41754,No
1342,Dallas,Female,32,36870,No
1343,Dallas,Female,43,67638,No
1344,Dallas,Female,38,50741,No
1345,Dallas,Male,54,51404,No
1346,Dallas,Female,63,43744,No
1347,Dallas,Female,63,48793,No
1348,Dallas,Female,63,34758,Yes
1349,Dallas,Male,43,41910,No
1350,Dallas,Male,39,28361,No
1351,Dallas,Male,47,51627,No
1352,Dallas,Female,59,51228,No
1353,Dallas,Male,36,57313,No
1354,Dallas,Male,65,63460,No
1355,Dallas,Male,42,61870,No
1356,Dallas,Male,65,30139,No
1357,Dallas,Male,54,45873,No
1358,Dallas,Female,48,28646,No
1359,Dallas,Male,26,58120,No
1360,Dallas,Female,32,47570,Yes
1361,Dallas,Female,43,55966,No
1362,Dallas,Male,30,56750,No
1363,Dallas,Female,48,35174,No
1364,Dallas,Female,26,27130,No
1365,Dallas,Male,31,55019,No
1366,Dallas,Female,34,36298,No
1367,Dallas,Male,44,55212,No
1368,Dallas,Male,29,36509,No
1369,Dallas,Male,43,41348,Yes
1370,Dallas,Male,43,53326,No
1371,Dallas,Female,28,42443,Yes
1372,Dallas,Female,57,51040,No
1373,Dallas,Male,57,57112,No
1374,Dallas,Female,62,25322,No
1375,Dallas,Male,28,52966,No
1376,Dallas,Female,39,51404,Yes
1377,Dallas,Female,49,38260,No
1378,Dallas,Female,49,49102,No
1379,Dallas,Female,56,50255,No
1380,Dallas,Male,61,63150,No
1381,Dallas,Male,38,54885,No
1382,Dallas,Male,55,50487,No
1383,Dallas,Male,62,70194,Yes
1384,Dallas,Male,44,53386,No
1385,Dallas,Female,62,54757,No
1386,Dallas,Male,46,36290,No
1387,Dallas,Female,41,43656,No
1388,Dallas,Male,29,45064,No
1389,Dallas,Female,38,22642,No
1390,Dallas,Female,39,23881,No
1391,Dallas,Female,46,26934,No
1392,Dallas,Female,42,42894,No
1393,Dallas,Female,60,38446,No
1394,Dallas,Male,52,61816,No
1395,Dallas,Male,56,31983,No
1396,Dallas,Female,55,41160,No
1397,Dallas,Male,49,51884,No
1398,Dallas,Female,46,29119,No
1399,Dallas,Female,38,35711,Yes
1400,Dallas,Male,51,45803,No
1401,Dallas,Male,31,49038,No
1402,Dallas,Female,34,19879,No
1403,Dallas,Male,29,61628,No
1404,Dallas,Female,61,28620,No
1405,Dallas,Male,46,52693,No
1406,Dallas,Female,54,28974,No
1407,Dallas,Male,42,51878,No
1408,Dallas,Female,40,35666,No
1409,Dallas,Male,37,54572,No
1410,Dallas,Male,40,52849,No
1411,Dallas,Male,58,51313,No
1412,Dallas,Male,52,38709,No
1413,Dallas,Female,59,47206,No
1414,Dallas,Male,26,68942,No
1415,Dallas,Male,46,41038,No
1416,Dallas,Male,35,55254,No
1417,Dallas,Female,65,35279,No
1418,Dallas,Male,47,64461,No
1419,Dallas,Female,63,62796,No
1420,Dallas,Male,61,41786,No
1421,Dallas,Male,26,42229,No
1422,Dallas,Male,29,44212,No
1423,Dallas,Male,46,52422,Yes
1424,Dallas,Male,27,44567,No
1425,Dallas,Male,37,38962,No
1426,Dallas,Male,55,50908,No
1427,Dallas,Female,63,24348,No
1428,Dallas,Female,56,41782,No
1429,Dallas,Male,38,56065,No
1430,Dallas,Male,39,43455,No
1431,Dallas,Female,58,57517,No
1432,Dallas,Male,60,51984,No
1433,Dallas,Male,29,52737,No
1434,Dallas,Male,34,52452,No
1435,Dallas,Male,48,54160,No
1436,Dallas,Male,60,45012,No
1437,Dallas,Female,29,31462,No
1438,Dallas,Female,33,35937,No
1439,Dallas,Male,52,49678,No
1440,Dallas,Male,52,43907,No
1441,Dallas,Female,37,22088,Yes
1442,Dallas,Male,35,53083,No
1443,Dallas,Female,52,36241,No
1444,Dallas,Male,39,38074,No
1445,Dallas,Male,30,46100,No
1446,Dallas,Female,40,46437,No
1447,Dallas,Female,56,35024,No
1448,Dallas,Male,37,71308,No
1449,Dallas,Female,28,31706,No
1450,Dallas,Male,50,49535,No
1451,Dallas,Female,58,43099,No
1452,Dallas,Female,40,39684,No
1453,Dallas,Female,55,32330,No
1454,Dallas,Female,38,27551,No
1455,Dallas,Male,43,44748,No
1456,Dallas,Female,35,32093,No
1457,Dallas,Male,27,47566,No
1458,Dallas,Male,51,53306,No
1459,Dallas,Male,37,66803,No
1460,Dallas,Male,41,56620,No
1461,Dallas,Male,53,49212,No
1462,Dallas,Female,47,42866,No
1463,Dallas,Male,34,64117,No
1464,Dallas,Male,28,40089,No
1465,Dallas,Male,28,50937,No
1466,Dallas,Male,42,42311,Yes
1467,Dallas,Female,61,29075,No
1468,Dallas,Female,57,49827,No
1469,Dallas,Female,35,45270,No
1470,Dallas,Male,36,49767,No
1471,Dallas,Male,51,55404,No
1472,Dallas,Male,28,54981,No
1473,Dallas,Female,42,42005,No
1474,Dallas,Female,32,37674,No
1475,Dallas,Male,57,41872,No
1476,Dallas,Male,34,53469,No
1477,Dallas,Female,35,29205,No
1478,Dallas,Male,59,42822,No
1479,Dallas,Female,40,33303,No
1480,Dallas,Male,25,45951,Yes
1481,Dallas,Male,51,43683,No
1482,Dallas,Female,60,37472,No
1483,Dallas,Male,54,52047,No
1484,Dallas,Female,63,57255,No
1485,Dallas,Female,57,27806,No
1486,Dallas,Male,61,42382,Yes
1487,Dallas,Male,47,35831,No
1488,Dallas,Male,31,56836,No
1489,Dallas,Male,45,53660,No
1490,Dallas,Male,47,52946,No
